id;data_criacao;marca;modelo;kms;data_peritagem;oficina;estado;autoriz_repar;orc_pecas;orc_mo_chapa;orc_mo_pintura;orc_mat_pintura;orc_mat_comp;imobilizado;data_reboque;ponto_situacao;agendamento_repar;tempo_repar;data_real_inicio_repar;data_real_fim_repar;dias_atraso_sem_fds;mao_obra_chapa;mao_obra_pintura;mo_horas_orc_pintura;mo_horas_orc_chapa
3709;10/10/2023;Peugeot;308;21989;12/10/2023;Carnaxide;Definitiva;07/11/2023;114,05;53,69;65,41;10,11;0;Não;;Concluído;29/11/2023;2;29/11/2023;30/11/2023;0;0,5;0,5;1,68;1,38
3657;03/10/2023;DS;7 CROSSBACK;76767;12/10/2023;Carnaxide;Definitiva;13/10/2023;234;209,88;170,35;68,72;0;Não;;Concluído;25/10/2023;3;27/10/2023;27/10/2023;0;2,5;3;4,37;5,38
3705;10/10/2023;Renault;Megane;104052;11/10/2023;Carnaxide;Definitiva;11/10/2023;1 469,36 €;307,5;128,37;106,61;0;Não;;Concluído;08/11/2023;3;08/11/2023;10/11/2023;0;3,5;2,5;3,29;7,88
3700;10/10/2023;Toyota;Proace;32507;11/10/2023;Carnaxide;Definitiva;19/10/2023;353,93;1 270,49 €;397,31;174,94;0;Não;;Concluído;16/11/2023;7;16/11/2023;24/11/2023;0;10;8;10,19;32,58
3668;04/10/2023;Peugeot;5008;70140;11/10/2023;Carnaxide;Definitiva;12/10/2023;157,12;39,05;0;0;0;Não;;Concluído;02/11/2023;2;02/11/2023;02/11/2023;0;0,5;0;0;1
3672;04/10/2023;Peugeot;308;89777;10/10/2023;Carnaxide;Definitiva;11/10/2023;732,11;244,05;118,61;71,85;0;Não;;Concluído;02/11/2023;3;02/11/2023;03/11/2023;0;3;3;3,04;6,26
3704;10/10/2023;Mercedes-Benz;GLB (X247);35146;10/10/2023;Carnaxide;Definitiva;11/10/2023;30,62;73,21;0;0;0;Não;;Concluído;25/10/2023;2;25/10/2023;25/10/2023;0;0,2;0;0;1,88
3635;02/10/2023;Nissan;Qashqai;62492;10/10/2023;Carnaxide;Definitiva;10/10/2023;441,48;1 221,68 €;288,96;146,77;0;Não;;Concluído;27/10/2023;6;27/10/2023;31/10/2023;0;11;5,5;7,41;31,33
3697;09/10/2023;Nissan;Qashqai;427574;10/10/2023;Queluz;Definitiva;18/10/2023;283,74;1 260,73 €;317,27;202,15;0;Não;;Concluído;20/11/2023;5;20/11/2023;24/11/2023;0;10;6;8,14;32,33
3661;03/10/2023;Opel;Corsa;171344;09/10/2023;Queluz;Definitiva;10/10/2023;138,15;673,58;172,79;70,1;0;Não;;Concluído;14/11/2023;4;14/11/2023;15/11/2023;0;7;2,5;4,43;17,27
3557;21/09/2023;BMW;Serie 3;59968;09/10/2023;Carnaxide;Definitiva;20/11/2023;238,68;219,65;130,32;91,03;0;Não;;Concluído;13/12/2023;3;13/12/2023;14/12/2023;0;2;2;3,34;5,63
3616;27/09/2023;Nissan;Qashqai; #######;09/10/2023;Carnaxide;Definitiva;09/10/2023;177,52;536,91;329,47;146,22;0;Não;;Concluído;07/11/2023;4;07/11/2023;09/11/2023;0;5,5;4;8,45;13,77
3678;04/10/2023;Fiat;Doblo;174045;09/10/2023;Carnaxide;Definitiva;12/10/2023;913,57;126,91;0;0;0;Não;;Concluído;02/11/2023;2;02/11/2023;03/11/2023;0;2;0;0;3,25
3642;02/10/2023;Citroen;C3;16039;04/10/2023;Carnaxide;Definitiva;15/12/2023;192,69;707,75;232,34;127,35;0;Não;;Concluído;22/12/2023;5;22/12/2023;27/12/2023;0;5,5;4;5,96;18,15
3637;02/10/2023;Mercedes-Benz;Classe CLS (218);63566;04/10/2023;Carnaxide;Definitiva;04/10/2023;1 291,75 €;151,31;67,36;75,1;0;Não;;Concluído;26/10/2023;2;26/10/2023;27/10/2023;0;1,5;1;1,73;3,88
3618;27/09/2023;Renault;Megane;153818;04/10/2023;Carnaxide;Definitiva;04/10/2023;161,15;463,69;168,88;120,61;0;Não;;Concluído;30/10/2023;4;30/10/2023;31/10/2023;0;3;3,5;4,33;11,89
3644;02/10/2023;Volvo;XC40;3659;04/10/2023;Carnaxide;Definitiva;04/10/2023;167,4;826,32;318,73;164,67;0;Não;;Concluído;20/11/2023;5;20/11/2023;21/11/2023;0;6;6;8,17;21,19
3649;02/10/2023;SEAT;Tarraco;3485;04/10/2023;Carnaxide;Definitiva;06/11/2023;400,8;776,08;299,21;134,74;0;Não;;Concluído;04/12/2023;5;04/12/2023;11/12/2023;0;7;5,5;7,67;19,9
3659;03/10/2023;Toyota;Corolla;0;03/10/2023;Queluz;Definitiva;03/10/2023;0;0;0;0;0;Não;;Concluído;18/10/2023;2;18/10/2023;19/10/2023;0;1,5;2,5;0;0
3639;02/10/2023;Fiat;Punto;39799;03/10/2023;Carnaxide;Definitiva;17/10/2023;529,02;1 092,33 €;413,91;238,86;0;Não;;Concluído;17/11/2023;6;17/11/2023;22/11/2023;0;8;8;10,61;28,01
3638;02/10/2023;Nissan;Qashqai;10915;03/10/2023;Carnaxide;Definitiva;03/10/2023;1 248,23 €;346,55;148,87;103,25;0;Não;;Concluído;14/11/2023;4;14/11/2023;16/11/2023;0;2,5;3;3,82;8,89
3653;03/10/2023;Peugeot;e-2008;37495;03/10/2023;Carnaxide;Definitiva;03/10/2023;259,07;587,14;184,01;84,47;0;Não;;Concluído;14/11/2023;4;14/11/2023;16/11/2023;0;6;3;4,72;15,05
3606;26/09/2023;Nissan;Qashqai;19397;02/10/2023;Carnaxide;Definitiva;24/10/2023;146,4;244,05;186,94;88,98;0;Não;;Concluído;28/11/2023;3;28/11/2023;29/11/2023;0;2,5;3;4,79;6,26
3628;29/09/2023;Peugeot;2008;11361;02/10/2023;Carnaxide;Definitiva;02/10/2023;321,51;209,88;130,32;91,03;0;Não;;Concluído;30/10/2023;3;30/10/2023;31/10/2023;0;2;2,5;3,34;5,38
3590;25/09/2023;SEAT;Leon;45207;29/09/2023;Carnaxide;Definitiva;29/09/2023;870,26;151,31;67,36;75,1;0;Não;;Concluído;02/11/2023;2;02/11/2023;03/11/2023;0;2;1;1,73;3,88
3610;27/09/2023;BMW;Serie 1;6011;29/09/2023;Carnaxide;Definitiva;31/10/2023;48,28;219,64;130,32;91,03;0;Não;;Concluído;31/10/2023;3;31/10/2023;02/11/2023;0;2;2;3,34;5,63
3607;26/09/2023;Peugeot;508;36245;28/09/2023;Queluz;Definitiva;29/09/2023;242,5;244,05;130,32;91,03;0;Não;;Concluído;02/11/2023;2;02/11/2023;03/11/2023;0;2;2;3,34;6,26
3619;28/09/2023;Audi;A6;141937;28/09/2023;Carnaxide;Definitiva;02/11/2023;1 471,8 €;380,72;200,61;113,57;0;Não;;Concluído;04/12/2023;4;04/12/2023;06/12/2023;0;2;3,5;5,14;9,76
3601;26/09/2023;Opel;Insignia;185541;28/09/2023;Carnaxide;Definitiva;04/10/2023;577,25;312,38;130,32;91,03;0;Não;;Concluído;31/10/2023;3;31/10/2023;02/11/2023;0;3,5;2,5;3,34;8,01
3602;26/09/2023;Toyota;RAV4;25843;26/09/2023;Queluz;Definitiva;10/10/2023;302,33;136,67;67,36;75,1;0;Não;;Concluído;03/11/2023;1;03/11/2023;03/11/2023;0;1,5;1;1,73;3,5
3573;22/09/2023;Jeep;Compass;13979;25/09/2023;Carnaxide;Definitiva;25/09/2023;558,41;361,19;229,9;122,45;0;Não;;Concluído;24/10/2023;4;24/10/2023;25/10/2023;0;4,5;4;5,89;9,26
3574;22/09/2023;Volvo;V90;145874;25/09/2023;Carnaxide;Definitiva;25/09/2023;1 656,22 €;410;120,07;77,32;0;Não;;Concluído;24/10/2023;4;24/10/2023;26/10/2023;0;5;2;3,08;10,51
3552;20/09/2023;BMW;Serie 5;59378;25/09/2023;Carnaxide;Definitiva;25/09/2023;317,02;24,41;52,71;36,35;0;Não;;Concluído;16/10/2023;2;16/10/2023;16/10/2023;0;0,5;1;1,35;0,63
3572;22/09/2023;Peugeot;308;145221;25/09/2023;Carnaxide;Definitiva;22/11/2023;577,99;253,82;130,32;91,03;0;Não;;Concluído;20/12/2023;3;20/12/2023;22/12/2023;0;3;2;3,34;6,51
3546;20/09/2023;Audi;e-tron;25525;21/09/2023;Queluz;Definitiva;22/09/2023;841,96;1 503,35 €;369,49;177,35;0;Não;;Concluído;19/10/2023;6;19/10/2023;26/10/2023;0;10;6;9,47;38,55
3543;19/09/2023;Peugeot;Expert;68969;21/09/2023;Carnaxide;Definitiva;22/09/2023;652,67;263,58;139,11;51,88;0;Não;;Concluído;25/10/2023;3;25/10/2023;26/10/2023;0;2,5;2;3,57;6,76
3534;18/09/2023;Mercedes-Benz;GLB (X247);19149;20/09/2023;Carnaxide;Definitiva;21/09/2023;514,86;605,24;220,13;97,31;0;Não;;Concluído;07/11/2023;4;07/11/2023;09/11/2023;0;4;4;5,64;15,52
3538;19/09/2023;Ford;Fiesta;98509;19/09/2023;Carnaxide;Definitiva;16/10/2023;43,11;287,98;129,83;47,23;0;Não;;Concluído;15/11/2023;3;15/11/2023;16/11/2023;0;3,5;2;3,33;7,38
3495;12/09/2023;Renault;Kadjar;45631;18/09/2023;Queluz;Definitiva;18/09/2023;1 172,98 €;107,38;48,81;23,73;0;Não;;Concluído;13/10/2023;1;13/10/2023;13/10/2023;0;1,5;1;1,25;2,75
3488;12/09/2023;Toyota;Corolla;50195;18/09/2023;Carnaxide;Definitiva;18/09/2023;941,21;488,1;203,05;115,29;0;Não;;Concluído;25/10/2023;4;25/10/2023;30/10/2023;0;5;4;5,21;12,52
3501;13/09/2023;Renault;Clio;20308;18/09/2023;Carnaxide;Definitiva;18/09/2023;205,64;190,36;128,86;101,91;0;Não;;Concluído;07/11/2023;3;07/11/2023;09/11/2023;0;2,5;2;3,3;4,88
3490;12/09/2023;Renault;Megane;101373;15/09/2023;Carnaxide;Definitiva;18/09/2023;746,71;649,18;103,48;37,39;0;Não;;Concluído;23/10/2023;4;23/10/2023;26/10/2023;0;8;2;2,65;16,65
3487;12/09/2023;Renault;Kangoo;1115118;15/09/2023;Carnaxide;Definitiva;18/09/2023;1 183,32 €;136,79;0;0;0;Não;;Concluído;25/10/2023;3;25/10/2023;27/10/2023;0;1,5;0;0;3,51
3484;11/09/2023;Renault;Megane;139236;14/09/2023;Carnaxide;Definitiva;15/09/2023;634,94;214,77;161,56;135,09;0;Não;;Concluído;25/10/2023;3;25/10/2023;27/10/2023;0;2;2,5;4,14;5,51
3483;11/09/2023;Nissan;Qashqai;85416;14/09/2023;Carnaxide;Definitiva;14/09/2023;221,48;225,95;0;0;0;Não;;Concluído;16/10/2023;3;16/10/2023;16/10/2023;0;0,5;0,5;0;5,79
3505;13/09/2023;Nissan;Qashqai;26404;14/09/2023;Carnaxide;Definitiva;13/09/2023;1 607,06 €;429,53;274,31;137,22;0;Não;;Concluído;24/10/2023;4;24/10/2023;26/10/2023;0;4,5;4;7,03;11,01
3458;07/09/2023;DS;7 CROSSBACK;130627;13/09/2023;Carnaxide;Definitiva;14/09/2023;3 055,33 €;324,58;90,79;163,48;0;Não;;Concluído;25/10/2023;3;25/10/2023;27/10/2023;0;4;2;2,33;8,32
3467;07/09/2023;Ford;Focus;82167;13/09/2023;Carnaxide;Definitiva;02/10/2023;774,38;302,62;282,12;170,69;0;Não;;Concluído;08/11/2023;3;08/11/2023;10/11/2023;0;4;4;7,23;7,76
3482;11/09/2023;Volkswagen;Passat;162088;12/09/2023;Carnaxide;Definitiva;12/09/2023;1 068,88 €;156,19;59,55;55,12;0;Não;;Concluído;12/10/2023;2;12/10/2023;13/10/2023;0;2;1;1,53;4
3466;07/09/2023;Renault;Megane;152987;12/09/2023;Carnaxide;Definitiva;13/09/2023;759,09;117,14;67,85;67,34;0;Não;;Concluído;16/10/2023;2;16/10/2023;17/10/2023;0;1;1;1,74;3
3465;07/09/2023;Renault;Megane;152987;12/09/2023;Carnaxide;Definitiva;13/09/2023;759,09;117,14;67,85;67,34;0;Não;;Concluído;16/10/2023;2;16/10/2023;17/10/2023;0;0,5;0,5;1,74;3
3460;07/09/2023;Volvo;XC40;7228;12/09/2023;Carnaxide;Definitiva;12/09/2023;883,18;73,22;0;0;0;Não;;Concluído;19/10/2023;2;19/10/2023;20/10/2023;0;1;0,2;0;1,88
3438;04/09/2023;Peugeot;Partner;31747;11/09/2023;Carnaxide;Definitiva;13/09/2023;148,32;244,05;306,04;149,85;0;Não;;Concluído;25/10/2023;3;25/10/2023;26/10/2023;0;2;4;7,85;6,26
3462;07/09/2023;Toyota;Auris;61284;11/09/2023;Carnaxide;Definitiva;11/09/2023;200,41;165,95;120,07;70,93;0;Não;;Concluído;18/10/2023;3;18/10/2023;20/10/2023;0;2;2;3,08;4,26
3449;06/09/2023;Peugeot;2008;24943;08/09/2023;Queluz;Definitiva;11/09/2023;369,46;331,91;219,16;138,54;0;Não;;Concluído;03/10/2023;2;03/10/2023;03/10/2023;0;2;2;5,62;8,51
3453;06/09/2023;Peugeot;Expert;46306;08/09/2023;Carnaxide;Definitiva;08/09/2023;263,3;1 400,85 €;454,91;308,3;0;Não;;Concluído;12/10/2023;7;12/10/2023;19/10/2023;0;14;8,5;11,66;35,92
3444;05/09/2023;SEAT;Ateca;68413;06/09/2023;Queluz;Definitiva;07/09/2023;312,9;292,86;130,32;91,03;0;Não;;Concluído;03/10/2023;2;02/10/2023;04/10/2023;0;2,5;2,5;3,34;7,51
3424;31/08/2023;Renault;Clio;68025;05/09/2023;Queluz;Definitiva;08/09/2023;713,22;131,79;59,55;55,12;0;Não;;Concluído;29/09/2023;1;29/09/2023;29/09/2023;0;1,5;1;1,53;3,38
3409;29/08/2023;Peugeot;5008;51323;05/09/2023;Carnaxide;Definitiva;06/09/2023;514,2;499,29;288,96;131,5;0;Não;;Concluído;17/10/2023;4;17/10/2023;18/10/2023;0;5;5;7,41;12,8
3417;30/08/2023;SEAT;Leon;46568;05/09/2023;Carnaxide;Definitiva;05/09/2023;196,5;39,05;0;0;0;Não;;Concluído;03/10/2023;2;03/10/2023;03/10/2023;0;0,5;0;0;1
3429;01/09/2023;Nissan;Qashqai;37291;04/09/2023;Queluz;Definitiva;04/09/2023;352,09;629,65;265,53;121,35;0;Não;;Concluído;02/10/2023;3;02/10/2023;03/10/2023;0;6;4;6,81;16,14
3404;29/08/2023;Toyota;Proace;39965;04/09/2023;Carnaxide;Definitiva;04/09/2023;387,92;400,24;251,37;127,53;0;Não;;Concluído;10/10/2023;4;10/10/2023;11/10/2023;0;5,5;4;6,45;10,26
3276;10/08/2023;SEAT;Ibiza;28152;04/09/2023;Carnaxide;Definitiva;01/09/2023;261,5;146,43;112,75;56,86;0;Não;;Concluído;11/10/2023;3;11/10/2023;12/10/2023;0;2;2;2,89;3,75
3316;17/08/2023;Volvo;XC40;77329;01/09/2023;Carnaxide;Definitiva;01/09/2023;285,79;234,28;128,86;101,91;0;Não;;Concluído;11/10/2023;3;11/10/2023;12/10/2023;0;2;2;3,3;6,01
3416;30/08/2023;Renault;Clio;1085;01/09/2023;Carnaxide;Definitiva;04/09/2023;977,08;190,36;165,95;125,59;0;Não;;Concluído;11/10/2023;3;11/10/2023;12/10/2023;0;2,5;3;4,26;4,88
3291;16/08/2023;SEAT;Leon;107972;01/09/2023;Carnaxide;Definitiva;01/09/2023;880,09;156,19;67,36;75,1;0;Não;;Concluído;28/09/2023;3;28/09/2023;29/09/2023;0;2;1;1,73;4
3411;30/08/2023;Audi;Q2;5994;31/08/2023;Carnaxide;Definitiva;31/08/2023;198,2;571,08;206,47;103,78;0;Não;;Concluído;10/10/2023;4;10/10/2023;11/10/2023;0;5;4;5,29;14,64
3420;31/08/2023;Volvo;XC40;28065;31/08/2023;Carnaxide;Definitiva;01/09/2023;43;283,1;120,07;70,93;0;Não;;Concluído;11/10/2023;3;11/10/2023;13/10/2023;0;2;2;3,08;7,26
3405;29/08/2023;BMW;Serie 3;40298;30/08/2023;Carnaxide;Definitiva;06/09/2023;677,65;653,86;305,55;168,01;0;Não;;Concluído;21/09/2023;5;21/09/2023;27/09/2023;0;7;5,5;7,83;16,77
3385;28/08/2023;Renault;Megane;119256;30/08/2023;Carnaxide;Definitiva;30/08/2023;449,42;92,74;0;0;0;Não;;Concluído;09/10/2023;2;09/10/2023;10/10/2023;0;1;0;0;2,38
3350;22/08/2023;BMW;Serie 5;79170;30/08/2023;Carnaxide;Definitiva;31/08/2023;91,43;223,71;182,06;77,89;0;Não;;Concluído;02/10/2023;3;02/10/2023;04/10/2023;0;1,5;3;4,67;5,74
3382;25/08/2023;BMW;X2;119256;30/08/2023;Carnaxide;Definitiva;30/08/2023;503,58;244,05;208,42;93,49;0;Não;;Concluído;02/10/2023;3;02/10/2023;04/10/2023;0;4;3;5,34;6,26
3399;29/08/2023;Peugeot;2008;65457;30/08/2023;Carnaxide;Definitiva;01/09/2023;263,69;445,6;184,01;84,47;0;Não;;Concluído;06/11/2023;4;06/11/2023;08/11/2023;0;4;2;4,72;11,43
3383;25/08/2023;Renault;Kangoo;196262;30/08/2023;Carnaxide;Definitiva;30/08/2023;976,73;112,26;52,71;36,35;0;Não;;Concluído;02/10/2023;3;02/10/2023;03/10/2023;0;2;1;1,35;2,88
3398;28/08/2023;Nissan;Qashqai;110551;30/08/2023;Queluz;Definitiva;30/08/2023;850,66;73,22;0;0;0;Não;;Concluído;22/09/2023;1;22/09/2023;22/09/2023;0;1;0;0;1,88
3371;24/08/2023;BMW;X3;66742;29/08/2023;Queluz;Definitiva;05/09/2023;1 405,96 €;227,79;213,3;147,43;0;Não;;Concluído;10/10/2023;3;10/10/2023;12/10/2023;0;4;3;5,47;5,84
3378;25/08/2023;Peugeot;308;146452;29/08/2023;Queluz;Definitiva;31/08/2023;700,2;844,41;292,86;149,49;0;Não;;Concluído;10/10/2023;4;10/10/2023;13/10/2023;0;10;5,5;7,51;21,65
3304;16/08/2023;DS;4;6561;29/08/2023;Carnaxide;Definitiva;30/08/2023;1 480,35 €;434,41;372,42;221,93;0;Não;;Concluído;26/09/2023;4;26/09/2023;27/09/2023;0;5;5,5;9,55;11,14
3369;24/08/2023;Opel;Corsa;145592;29/08/2023;Carnaxide;Definitiva;30/08/2023;501,43;209,88;130,32;91,03;0;Não;;Concluído;27/09/2023;3;27/09/2023;28/09/2023;0;2;2;3,34;5,38
3360;23/08/2023;Peugeot;5008;58010;23/08/2023;Queluz;Definitiva;29/08/2023;1 477,37 €;859,05;349,97;225,98;0;Não;;Concluído;14/09/2023;8;14/09/2023;19/09/2023;0;6;7;8,97;22,03
3384;28/08/2023;Nissan;Micra;31641;28/08/2023;Carnaxide;Definitiva;29/08/2023;687,74;122,03;228,92;144,54;0;Não;;Concluído;15/11/2023;3;15/11/2023;17/11/2023;0;2;3;5,87;3,13
3300;16/08/2023;Citroen;C3;0;18/08/2023;Queluz;Definitiva;28/08/2023;3 706,95 €;839,53;542,28;382,46;0;Não;;Concluído;29/08/2023;15;29/08/2023;14/09/2023;0;13;11;13,9;21,53
3325;18/08/2023;Citroen;Berlingo;58433;25/08/2023;Carnaxide;Definitiva;25/08/2023;1 530,24 €;151,31;102,5;36,76;0;Não;;Concluído;27/09/2023;3;27/09/2023;29/09/2023;0;2,5;1;2,63;3,88
3362;23/08/2023;Volvo;XC40;55423;25/08/2023;Carnaxide;Definitiva;25/08/2023;1 400,55 €;380,72;215,25;120,26;0;Não;;Concluído;02/10/2023;4;02/10/2023;04/10/2023;0;4,5;3,5;5,52;9,76
3354;22/08/2023;Audi;A4;223587;25/08/2023;Carnaxide;Definitiva;31/08/2023;1 615 €;209,89;128,86;57,9;0;Não;;Concluído;11/10/2023;3;11/10/2023;12/10/2023;0;3;2;3,3;5,38
3333;21/08/2023;Mercedes-Benz;Classe A (176);119120;24/08/2023;Carnaxide;Definitiva;24/08/2023;427,24;24,41;47,35;19,53;0;Não;;Concluído;28/09/2023;2;28/09/2023;28/09/2023;0;0,2;0,5;1,21;0,63
3339;21/08/2023;Fiat;Tipo;182066;24/08/2023;Carnaxide;Definitiva;31/08/2023;250,23;21,96;47,35;19,53;0;Não;;Concluído;01/09/2023;2;01/09/2023;01/09/2023;0;0,2;0,5;1,21;0,56
3351;22/08/2023;SEAT;Alhambra;66680;23/08/2023;Carnaxide;Definitiva;23/08/2023;895,05;292,86;67,36;75,1;0;Não;;Concluído;20/09/2023;3;20/09/2023;22/09/2023;0;2;1;1,73;7,51
3353;22/08/2023;Lexus;UX;17612;23/08/2023;Carnaxide;Definitiva;30/08/2023;543,1;375,84;193,78;136,58;0;Não;;Concluído;09/10/2023;5;09/10/2023;10/10/2023;0;3,5;4;4,97;9,64
3290;16/08/2023;Mercedes-Benz;Sprinter;28618;23/08/2023;Carnaxide;Definitiva;23/08/2023;728,2;1 071,08 €;229,9;103,31;0;Não;;Concluído;25/09/2023;5;25/09/2023;29/09/2023;0;8;4;5,89;27,46
3268;09/08/2023;Peugeot;2008;107981;22/08/2023;Carnaxide;Definitiva;23/08/2023;404,23;596,91;202,07;87,35;0;Não;;Concluído;26/09/2023;4;26/09/2023;27/09/2023;0;5;4;5,18;15,31
3308;17/08/2023;Peugeot;2008;41075;22/08/2023;Carnaxide;Definitiva;30/08/2023;488,21;263,58;239,66;140,75;0;Não;;Concluído;02/10/2023;3;02/10/2023;04/10/2023;0;2,5;4,5;6,15;6,76
3331;18/08/2023;Opel;Insignia;156940;22/08/2023;Carnaxide;Definitiva;23/08/2023;869,57;346,55;150,82;105,68;0;Não;;Concluído;25/09/2023;3;25/09/2023;26/09/2023;0;5;3;3,87;8,89
3294;16/08/2023;Peugeot;Expert;44865;22/08/2023;Carnaxide;Definitiva;22/08/2023;339,32;458,82;375,84;190,85;0;Não;;Concluído;18/09/2023;5;18/09/2023;20/09/2023;0;5;6;9,64;11,76
3202;01/08/2023;BMW;Serie 3;35563;22/08/2023;Carnaxide;Definitiva;23/08/2023;1 404,18 €;122,03;67,36;75,1;0;Não;;Concluído;20/09/2023;3;20/09/2023;21/09/2023;0;1,5;1;1,73;3,13
3309;17/08/2023;Fiat;Tipo;35817;21/08/2023;Carnaxide;Definitiva;21/08/2023;148,04;251,37;199,14;117,28;0;Não;;Concluído;08/11/2023;3;08/11/2023;10/11/2023;0;3;3;5,11;6,45
3231;07/08/2023;Renault;Megane;33186;21/08/2023;Carnaxide;Definitiva;20/09/2023;267,68;175,72;73,7;44,71;0;Não;;Concluído;19/10/2023;2;19/10/2023;20/10/2023;0;1,5;2;1,89;4,51
3329;18/08/2023;Toyota;Corolla;33667;21/08/2023;Carnaxide;Definitiva;22/08/2023;953,92;336,79;143,5;140,66;0;Não;;Concluído;27/09/2023;3;27/09/2023;29/09/2023;0;3,5;3;3,68;8,64
3283;11/08/2023;Skoda;Enyaq iV;73754;21/08/2023;Carnaxide;Definitiva;28/08/2023;834;112,26;52,23;18,86;0;Não;;Concluído;28/09/2023;2;28/09/2023;28/09/2023;0;0,5;0,5;1,34;2,88
3314;17/08/2023;BMW;Serie 2;0;18/08/2023;Carnaxide;Definitiva;14/09/2023;107,12;146,43;84,93;59,59;0;Não;;Concluído;19/10/2023;2;19/10/2023;20/10/2023;0;2;2;2,18;3,75
3278;11/08/2023;Fiat;Doblo;0;18/08/2023;Carnaxide;Definitiva;18/08/2023;684,31;158,63;184,5;88,98;0;Não;;Concluído;13/09/2023;3;13/09/2023;15/09/2023;0;2;2;4,73;4,07
3274;10/08/2023;Renault;Megane;0;17/08/2023;Carnaxide;Definitiva;18/08/2023;1 266,03 €;190,36;70,29;90,89;0;Não;;Concluído;30/08/2023;3;30/08/2023;01/09/2023;0;3;2;1,8;4,88
3246;08/08/2023;Volkswagen;Passat;0;16/08/2023;Carnaxide;Definitiva;05/09/2023;2 092,26 €;1 015,25 €;857,1;517,29;0;Não;;Concluído;13/10/2023;8;13/10/2023;24/10/2023;0;9;17;21,98;26,03
3282;11/08/2023;Ford;Focus;152526;17/08/2023;Carnaxide;Definitiva;25/09/2023;711,13;585,72;214,28;117,68;0;Não;;Concluído;07/11/2023;4;07/11/2023;09/11/2023;0;4;6;5,49;15,02
3255;09/08/2023;Mercedes-Benz;GLB (X247);0;16/08/2023;Carnaxide;Definitiva;21/08/2023;837,35;205;0;0;0;Não;;Concluído;20/09/2023;2;20/09/2023;21/09/2023;0;2,5;0;0;5,26
3210;02/08/2023;Toyota;Yaris;0;16/08/2023;Carnaxide;Definitiva;21/08/2023;920,19;131,79;67,36;75,1;0;Não;;Concluído;14/09/2023;2;14/09/2023;15/09/2023;0;2;1,5;1,73;3,38
3288;16/08/2023;Jaguar;I-Pace;0;16/08/2023;Carnaxide;Definitiva;17/08/2023;1 767,77 €;327,03;211,35;140,37;0;Não;;Concluído;24/10/2023;4;24/10/2023;26/10/2023;0;4,5;4,5;5,42;8,39
3213;03/08/2023;Citroen;C3;0;11/08/2023;Carnaxide;Definitiva;11/08/2023;330,18;219,65;187,92;92,87;0;Não;;Concluído;13/09/2023;3;13/09/2023;15/09/2023;0;3;4;4,82;5,63
3230;07/08/2023;Opel;Vivaro;25454;11/08/2023;Carnaxide;Definitiva;07/09/2023;1 472,59 €;92,74;54,67;41,14;0;Não;;Concluído;03/10/2023;2;03/10/2023;04/10/2023;0;1;1;1,4;2,38
3229;04/08/2023;Peugeot;107;0;10/08/2023;Carnaxide;Definitiva;16/08/2023;1 399,8 €;239,17;67,36;75,1;0;Não;;Concluído;13/09/2023;3;13/09/2023;15/09/2023;0;2,5;1,5;1,73;6,13
3211;02/08/2023;Audi;A3;0;10/08/2023;Queluz;Definitiva;10/08/2023;135,7;34,17;0;0;0;Não;;Concluído;01/09/2023;1;01/09/2023;01/09/2023;0;0,5;0;0;0,88
3228;04/08/2023;Peugeot;2008;0;08/08/2023;Carnaxide;Definitiva;24/08/2023;492,51;122,02;96,64;47,54;0;Não;;Concluído;15/09/2023;2;15/09/2023;15/09/2023;0;1,5;1,5;2,48;3,13
3158;26/07/2023;Renault;Kadjar;0;08/08/2023;Carnaxide;Definitiva;10/08/2023;313,93;185,48;111,29;60,48;0;Não;;Concluído;31/08/2023;2;31/08/2023;01/09/2023;0;1,5;1,5;2,85;4,76
3179;28/07/2023;Renault;Megane;56317;04/08/2023;Carnaxide;Definitiva;07/08/2023;2 267,02 €;341,67;156,68;194,7;0;Não;;Concluído;19/09/2023;4;19/09/2023;22/09/2023;0;4,5;5;4,02;8,76
3181;28/07/2023;Renault;Megane;123424;02/08/2023;Carnaxide;Definitiva;04/08/2023;1 083,55 €;117,14;204,51;151,81;0;Não;;Concluído;30/08/2023;3;30/08/2023;01/09/2023;0;1,5;3;5,24;3
3199;01/08/2023;BMW;X5;215421;02/08/2023;Carnaxide;Definitiva;03/08/2023;2 335,68 €;695,55;278,71;180,12;0;Não;;Concluído;22/08/2023;5;22/08/2023;25/08/2023;0;6;6;7,15;17,83
3169;27/07/2023;Renault;Talisman;70354;01/08/2023;Carnaxide;Definitiva;03/08/2023;432,16;327,03;168,88;120,61;0;Não;;Concluído;30/08/2023;3;30/08/2023;31/08/2023;0;3,5;3;4,33;8,39
3183;28/07/2023;BMW;Serie 3;89810;01/08/2023;Carnaxide;Definitiva;03/08/2023;364,93;382,35;212,32;126,64;0;Não;;Concluído;29/08/2023;4;29/08/2023;30/08/2023;0;4;3;5,44;9,8
3164;27/07/2023;SEAT;Leon;62770;01/08/2023;Carnaxide;Definitiva;01/08/2023;116,5;209,89;130,32;91,03;0;Não;;Concluído;29/08/2023;3;29/08/2023;30/08/2023;0;2;2;3,34;5,38
3162;26/07/2023;Renault;Kangoo;62317;01/08/2023;Carnaxide;Definitiva;03/08/2023;327,69;976,2;243,56;111,17;0;Não;;Concluído;25/08/2023;6;25/08/2023;29/08/2023;0;9;4;6,25;25,03
